id,guid_dashed,name_en,faction,color,set,rarity_int,rarity_engine,setAndRarityKey,sun_cost,attack,health,display_sun,display_attack,display_health,crafting_buy,crafting_sell,is_hero,is_power,is_fighter,is_env,is_aquatic,is_teamup,is_burst,is_surprise,is_board_ability,is_unusable,usable,n_components_top,n_components_total,n_abilities,subtype_names,tags
468,Wing Nut,Wing-Nut,Plants,Solar,Set2,2,R3,Galaxy_SuperRare,4,3,7,4,3,7,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,21,1,"Peashooter, Nut",galaxyplant
469,Flytrapland,Venus Flytraplanet,Plants,Solar,Set2,0,R1,Galaxy_Common,4,,,4,0,0,50,15,False,False,False,True,False,False,False,False,False,False,True,8,27,1,Flytrap,"galaxyplant, environment"
470,Cosmic Flower,Cosmic Flower,Plants,Solar,Set2,1,R2,Galaxy_Rare,3,2,2,3,2,2,250,50,False,False,True,False,False,False,False,False,False,False,True,10,27,2,Flower,galaxyplant
471,Heartichoke,Heartichoke,Plants,Solar,Set2,1,R2,Galaxy_Rare,4,3,4,4,3,4,250,50,False,False,True,False,False,False,False,False,False,False,True,10,24,1,"Leafy, Flower",galaxyplant
472,Banana Split,Banana Split,Plants,MegaGro,Event,5,Event,Premium_Event,4,4,5,4,4,5,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,23,1,Fruit,"anyplantfighter, cost6orless, randomplantcard, plantevent"
473,Half Banana,Half-Banana,Plants,MegaGro,Set4,0,R1,Triassic_Uncommon,2,2,2,2,2,2,50,15,False,False,True,False,False,False,False,False,False,False,True,10,23,1,Fruit,"anyplantfighter, cost6orless, randomplantcard"
474,Astrocado,Astrocado,Plants,Solar,Set2,3,R4,Galaxy_Legendary,5,5,3,5,5,3,4000,1000,False,False,True,False,False,False,False,False,False,False,True,11,22,1,Fruit,"plantlegend, galaxyplant"
475,Astrocado Pit,Astrocado Pit,Plants,Solar,Token,4,R0,Token,1,,1,1,0,1,0,0,False,False,True,False,False,False,False,False,False,False,True,8,18,1,Seed,
476,Zen Garden,Solar Winds,Plants,Solar,Set2,2,R3,Galaxy_SuperRare,3,,,3,0,0,1000,1000,False,False,False,True,False,False,False,False,False,False,True,7,22,1,,"galaxyplant, environment"
477,Astrovera,Astro Vera,Plants,Solar,Set2,3,R4,Galaxy_Legendary,8,5,5,8,5,5,4000,1000,False,False,True,False,False,False,False,False,False,False,True,9,35,2,Cactus,"plantlegend, galaxyplant"
478,Tactical Cuke,Tactical Cuke,Plants,Solar,Set2,2,R3,Galaxy_SuperRare,5,,,5,0,0,1000,250,False,False,False,False,False,False,True,False,False,False,True,8,23,1,Fruit,galaxyplant
479,Sun Shroom,Sun-Shroom,Plants,Solar,Event,5,Event,Premium_Event,1,,2,1,0,2,1000,250,False,False,True,False,False,True,False,False,False,False,True,10,32,2,Mushroom,plantevent
480,Toadstool,Toadstool,Plants,Solar,Event,5,Event,Premium_Event,6,4,5,6,4,5,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,35,2,"Mushroom, Animal","anyplantfighter, cost6orless, randomplantcard, plantevent"
481,Pumpking,Haunted Pumpking,Plants,Solar,Event,5,Event,Premium_Event,1,4,1,1,4,1,1000,250,False,False,True,False,False,False,False,False,False,False,True,9,21,1,Squash,plantevent
482,Kitchen Sink Zombie,Kitchen Sink Zombie,Zombies,Brainy,Event,5,Event,Premium_Event,6,3,6,6,3,6,2000,500,False,False,True,False,False,False,False,False,False,False,True,14,24,1,"Professional, Mustache",zombieevent
483,Alien Ooze,Alien Ooze,Zombies,Hungry,Set2,0,R1,Galaxy_Common,3,,,3,0,0,50,15,False,False,False,False,False,False,True,True,False,False,True,9,33,2,Monster,"galaxyzombie, caresaboutenvironment"
484,Zomboss Lab,Area 22,Zombies,Hungry,Set2,2,R3,Galaxy_SuperRare,3,,,3,0,0,1000,250,False,False,False,True,False,False,False,True,False,False,True,9,35,2,Science,"galaxyzombie, environment"
485,Cosmic Pet,Cosmic Yeti,Zombies,Hungry,Set2,1,R2,Galaxy_Rare,4,3,3,4,3,3,250,50,False,False,True,False,False,False,False,False,False,False,True,10,36,3,"Pet, Monster",galaxyzombie
486,Zombuff,Escape through Time,Zombies,Hearty,Set2,1,R2,Galaxy_Rare,2,,,2,0,0,250,50,False,False,False,False,False,False,True,True,False,False,True,9,27,2,"History, Science",galaxyzombie
487,Surfer Zombie,Surfer Zombie,Zombies,Hungry,Set2,0,R1,Galaxy_Common,4,4,3,4,4,3,50,15,False,False,True,False,True,False,False,False,False,False,True,10,10,0,"Party, Sports",galaxyzombie
488,Cyborg Zombie,Cyborg Zombie,Zombies,Hungry,Set2,2,R3,Galaxy_SuperRare,2,3,2,2,3,2,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,36,2,Science,galaxyzombie
489,Stinky Mist,Total Eclipse,Zombies,Hungry,Set2,0,R1,Galaxy_Common,2,,,2,0,0,50,15,False,False,False,True,False,False,False,True,False,False,True,8,24,1,,"galaxyzombie, environment"
490,Galactic Bounty Hunter,Interstellar Bounty Hunter,Zombies,Hungry,Set2,3,R4,Galaxy_Legendary,4,4,4,4,4,4,4000,1000,False,False,True,False,False,False,False,False,False,False,True,11,48,2,"Science, Pirate","galaxyzombie, zombielegend"
491,Supernova Gargantaur,Supernova Gargantuar,Zombies,Hungry,Set2,3,R4,Galaxy_Legendary,5,5,7,5,5,7,4000,1000,False,False,True,False,False,False,False,False,False,False,True,11,65,2,"Science, Gargantuar","galaxyzombie, zombielegend"
492,Secret Agent,Secret Agent,Zombies,Hungry,Event,5,Event,Premium_Event,1,,,1,0,0,1000,250,False,False,False,False,False,False,True,True,False,False,True,9,23,2,Professional,zombieevent
493,Synchronized Swimmer,Synchronized Swimmer,Zombies,Hungry,Event,5,Event,Premium_Event,2,2,1,2,2,1,1000,250,False,False,True,False,True,False,False,False,False,False,True,10,27,1,"Dancing, Sports",zombieevent
494,Energy Drink Zombie,Energy Drink Zombie,Zombies,Hungry,Event,5,Event,Premium_Event,2,1,1,2,1,1,1000,250,False,False,True,False,False,False,False,False,False,False,True,11,31,2,"Gourmet, Sports","randomzombie, can be transmogrified, randomzombiefighter, 2costzombie, zombieevent"
495,Overstuffed Zombie,Overstuffed Zombie,Zombies,Hungry,Event,5,Event,Premium_Event,4,4,4,4,4,4,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,57,3,"Gourmet, Mustache","randomzombie, randomzombiefighter, zombieevent"
496,CryoBrain,Cryo-Brain,Zombies,Brainy,Set2,0,R1,Galaxy_Common,2,,,2,0,0,50,15,False,False,False,False,False,False,True,True,False,False,True,9,25,2,"Gourmet, Science",galaxyzombie
497,Space Explorer,Moonwalker,Zombies,Brainy,Set2,0,R1,Galaxy_Common,3,2,2,3,2,2,50,15,False,False,True,False,False,False,False,False,False,False,True,9,31,2,"Dancing, Science","galaxyzombie, caresaboutenvironment"
498,Brain Silo,Medulla Nebula,Zombies,Brainy,Set2,0,R1,Galaxy_Common,3,,,3,0,0,50,15,False,False,False,True,False,False,False,True,False,False,True,9,26,1,Gourmet,"galaxyzombie, environment"
499,Triplication,Triplication,Zombies,Brainy,Set2,1,R2,Galaxy_Rare,4,,,4,0,0,250,50,False,False,False,False,False,False,True,True,False,False,True,9,36,3,"Imp, Gargantuar",galaxyzombie
500,Cosmic Scientist,Cosmic Scientist,Zombies,Brainy,Set2,1,R2,Galaxy_Rare,2,1,2,2,1,2,250,50,False,False,True,False,False,False,False,False,False,False,True,10,27,2,Science,galaxyzombie
501,Wormhole Gatekeeper,Wormhole Gatekeeper,Zombies,Brainy,Set2,2,R3,Galaxy_SuperRare,3,2,5,3,2,5,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,62,5,Science,galaxyzombie
502,Neutron Imp,Neutron Imp,Zombies,Brainy,Set2,2,R3,Galaxy_SuperRare,1,2,2,1,2,2,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,21,1,"Science, Imp","galaxyzombie, caresaboutenvironment"
503,Transformation Lab,Transformation Station,Zombies,Brainy,Set2,2,R3,Galaxy_SuperRare,2,,,2,0,0,1000,250,False,False,False,True,False,False,False,True,False,False,True,9,23,1,Science,"galaxyzombie, environment"
504,Teleportation Zombie,Teleportation Zombie,Zombies,Brainy,Set2,3,R4,Galaxy_Legendary,2,1,5,2,1,5,4000,1000,False,False,True,False,False,False,False,False,False,False,True,12,23,1,Science,"galaxyzombie, zombielegend"
505,Replicator Zombie,Interdimensional Zombie,Zombies,Brainy,Set2,3,R4,Galaxy_Legendary,1,2,2,1,2,2,4000,1000,False,False,True,False,False,False,False,False,False,False,True,10,26,1,Science,"galaxyzombie, zombielegend"
506,Zombology Teacher,Zombology Teacher,Zombies,Hearty,Event,5,Event,Premium_Event,1,2,1,1,2,1,2000,500,False,False,True,False,False,False,False,False,False,False,True,10,22,1,"Professional, Science",zombieevent
507,Brain in a Jar,Thinking Cap,Zombies,Brainy,Event,5,Event,Premium_Event,4,,,4,0,0,1000,250,False,False,False,False,False,False,True,True,False,False,True,9,18,1,Gourmet,zombieevent
508,Leprechaun Imp,Leprechaun Imp,Zombies,Brainy,Event,5,Event,Premium_Event,1,2,2,1,2,2,2000,500,False,False,True,False,False,False,False,False,False,False,True,9,21,1,Imp,"randomzombie, can be transmogrified, randomzombiefighter, 2costzombie, zombieevent"
510,Disconaut,Disco-Naut,Zombies,Madcap,Set2,2,R3,Galaxy_SuperRare,1,2,1,1,2,1,1000,1000,False,False,True,False,False,False,False,False,False,False,True,10,35,2,Dancing,galaxyzombie
511,Space Ninja,Space Ninja,Zombies,Madcap,Set2,0,R1,Galaxy_Common,2,3,2,2,3,2,50,15,False,False,True,False,False,False,False,False,False,False,True,10,27,1,Professional,"galaxyzombie, caresaboutenvironment"
512,Strength Land,Meteor Z,Zombies,Madcap,Set2,0,R1,Galaxy_Common,2,,,2,0,0,50,15,False,False,False,True,False,False,False,True,False,False,True,8,21,1,,"galaxyzombie, environment"
513,Cosmic Dancer,Cosmic Dancer,Zombies,Madcap,Set2,1,R2,Galaxy_Rare,4,2,3,4,2,3,250,50,False,False,True,False,False,False,False,False,False,False,True,11,28,2,Dancing,galaxyzombie
514,Final Mission,Final Mission,Zombies,Madcap,Set2,1,R2,Galaxy_Rare,2,,,2,0,0,250,50,False,False,False,False,False,False,True,True,False,False,True,9,31,2,"Science, Barrel",galaxyzombie
515,Space Mentor,Quasar Wizard,Zombies,Madcap,Set2,3,R4,Galaxy_Legendary,2,2,2,2,2,2,4000,1000,False,False,True,False,False,False,False,False,False,False,True,9,24,1,Mustache,"galaxyzombie, zombielegend"
516,Loose Cannon,Loose Cannon,Zombies,Madcap,Set2,0,R1,Galaxy_Common,1,1,1,1,1,1,50,15,False,False,True,False,False,False,False,False,False,False,True,10,10,0,"Barrel, Imp",galaxyzombie
517,Artillery World,Moon Base Z,Zombies,Madcap,Set2,2,R3,Galaxy_SuperRare,3,,,3,0,0,1000,250,False,False,False,True,False,False,False,True,False,False,True,9,22,1,"Science, Barrel","galaxyzombie, environment"
518,Binary Stars,Binary Stars,Zombies,Madcap,Set2,3,R4,Galaxy_Legendary,5,3,3,5,3,3,4000,1000,False,False,True,False,False,False,False,False,False,False,True,11,24,1,Dancing,"galaxyzombie, zombielegend"
519,Gas Giant,Gas Giant,Zombies,Madcap,Set2,2,R3,Galaxy_SuperRare,6,5,5,6,5,5,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,41,2,"Gargantuar, Monster",galaxyzombie
520,Stupid Cupid,Stupid Cupid,Zombies,Madcap,Event,5,Event,Premium_Event,4,4,2,4,4,2,1000,250,False,False,True,False,False,False,False,False,False,False,True,9,22,1,Imp,"randomzombie, randomzombiefighter, zombieevent"
521,Gargantuar Throwing Imp,Gargantuar-Throwing Imp,Zombies,Madcap,Event,5,Event,Premium_Event,4,1,2,4,1,2,2000,500,False,False,True,False,False,False,False,False,False,False,True,10,25,1,Imp,"randomzombie, randomzombiefighter, zombieevent"
524,Screen Door Zombie,Screen Door Zombie,Zombies,Hearty,Set2,0,R1,Galaxy_Common,5,4,4,5,4,4,50,15,False,False,True,False,False,False,False,False,False,False,True,10,20,1,Professional,galaxyzombie
525,Space Janitor,Celestial Custodian,Zombies,Hearty,Set2,0,R1,Galaxy_Common,4,3,4,4,3,4,50,15,False,False,True,False,False,False,False,False,False,False,True,9,26,1,"Professional, Mustache","galaxyzombie, caresaboutenvironment"
526,Cone Zone,Cone Zone,Zombies,Hearty,Set2,0,R1,Galaxy_Common,2,,,2,0,0,50,15,False,False,False,True,False,False,False,True,False,False,True,9,22,1,Professional,"galaxyzombie, environment"
527,Cosmic Sports Star,Cosmic Sports Star,Zombies,Hearty,Set2,1,R2,Galaxy_Rare,3,2,2,3,2,2,250,50,False,False,True,False,False,False,False,False,False,False,True,9,26,2,Sports,galaxyzombie
528,Interplanetary Gardener,Biodome Botanist,Zombies,Hungry,Set2,1,R2,Galaxy_Rare,2,2,3,2,2,3,250,50,False,False,True,False,False,False,False,False,False,False,True,9,22,1,"Mustache, Science",galaxyzombie
529,Planetary Guard,Planetary Gladiator,Zombies,Hearty,Set2,2,R3,Galaxy_SuperRare,1,1,3,1,1,3,1000,250,False,False,True,False,False,False,False,False,False,False,True,11,24,1,"Sports, Professional",galaxyzombie
530,Going Viral,Going Viral,Zombies,Hearty,Event,5,Event,Premium_Event,3,,,3,0,0,1000,250,False,False,False,False,False,False,True,True,False,False,True,8,36,3,,zombieevent
531,Gravity Well,Black Hole,Zombies,Hearty,Set2,2,R3,Galaxy_SuperRare,1,,,1,0,0,1000,250,False,False,False,True,False,False,False,True,False,False,True,8,37,2,,"galaxyzombie, environment"
532,Intergalactic Warlord,Intergalactic Warlord,Zombies,Hearty,Set2,3,R4,Galaxy_Legendary,5,2,2,5,2,2,4000,1000,False,False,True,False,False,False,False,False,False,False,True,9,20,1,"Mustache, Pirate","galaxyzombie, zombielegend"
533,Zombot Battlecruiser,Zombot Battlecruiser 5000,Zombies,Hearty,Set2,3,R4,Galaxy_Legendary,6,6,6,6,6,6,4000,1000,False,False,True,False,False,False,False,False,False,False,True,10,23,1,"Science, Barrel","galaxyzombie, zombielegend"
534,Defensive End,Defensive End,Zombies,Hearty,Event,5,Event,Premium_Event,6,6,5,6,6,5,1000,250,False,False,True,False,False,False,False,False,False,False,True,11,23,1,"Sports, Gargantuar","randomzombie, randomzombiefighter, gargantuar, zombieevent"
535,Regenerating Zombie,Genetic Experiment,Zombies,Hearty,Set2,2,R3,Galaxy_SuperRare,1,2,1,1,2,1,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,21,1,"Science, Barrel",galaxyzombie
536,Gargologist,Gargologist,Zombies,Hearty,Event,5,Event,Premium_Event,2,2,3,2,2,3,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,21,1,Science,"randomzombie, can be transmogrified, randomzombiefighter, 2costzombie, zombieevent"
537,Ducky Tube Zombie,Ducky Tube Zombie,Zombies,Sneaky,Set2,2,R3,Galaxy_SuperRare,1,1,2,1,1,2,1000,250,False,False,True,False,True,False,False,False,False,False,True,11,26,1,"Party, Pet",galaxyzombie
538,Ice Pirate,Ice Pirate,Zombies,Sneaky,Set2,0,R1,Galaxy_Common,2,3,1,2,3,1,50,15,False,False,True,False,False,False,False,False,False,False,True,10,24,1,Pirate,"galaxyzombie, caresaboutenvironment"
539,Graveyard,Graveyard,Zombies,Sneaky,Set2,0,R1,Galaxy_Common,1,,,1,0,0,50,15,False,False,False,True,False,False,False,True,False,False,True,8,33,2,,"galaxyzombie, environment"
540,Cosmic Imp,Cosmic Imp,Zombies,Sneaky,Set2,1,R2,Galaxy_Rare,3,1,1,3,1,1,250,50,False,False,True,False,False,False,False,False,False,False,True,10,27,2,Imp,galaxyzombie
541,Frosty Mustache,Frosty Mustache,Zombies,Sneaky,Set2,0,R1,Galaxy_Common,2,,,2,0,0,50,15,False,False,False,False,False,False,True,True,False,False,True,9,27,2,Mustache,galaxyzombie
542,Dr Spacetime,Dr. Spacetime,Zombies,Sneaky,Set2,2,R3,Galaxy_SuperRare,2,1,5,2,1,5,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,42,2,"History, Science",galaxyzombie
543,Space Pirate,Space Pirate,Zombies,Sneaky,Set2,1,R2,Galaxy_Rare,3,3,2,3,3,2,250,50,False,False,True,False,False,False,False,False,False,False,True,10,36,2,"Pet, Pirate",galaxyzombie
544,Space Cowboy,Space Cowboy,Zombies,Sneaky,Set2,3,R4,Galaxy_Legendary,4,3,5,4,3,5,4000,1000,False,False,True,False,True,False,False,False,False,False,True,12,29,1,"Imp, Pet","galaxyzombie, zombielegend"
545,Cryo Yeti,Cryo-Yeti,Zombies,Sneaky,Set2,3,R4,Galaxy_Legendary,5,3,4,5,3,4,4000,1000,False,False,True,False,False,False,False,False,False,False,True,11,37,2,"Pet, Monster","galaxyzombie, zombielegend"
546,Cheese Cutter,Cheese Cutter,Zombies,Hungry,Set2,2,R3,Galaxy_SuperRare,1,2,2,1,2,2,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,33,2,"Gourmet, Mustache",galaxyzombie
547,Zombie High Diver,Zombie High Diver,Zombies,Sneaky,Event,5,Event,Premium_Event,3,3,2,3,3,2,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,49,3,"Mustache, Sports",zombieevent
548,Imposter,Imposter,Zombies,Sneaky,Event,5,Event,Premium_Event,1,2,1,1,2,1,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,26,2,"Mustache, Imp",zombieevent
549,Trapper Zombie,Trapper Zombie,Zombies,Sneaky,Event,5,Event,Premium_Event,4,3,3,4,3,3,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,23,1,"Pet, Mustache",zombieevent
550,Fire Rooster,Fire Rooster,Zombies,Sneaky,Event,5,Event,Premium_Event,2,3,1,2,3,1,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,55,3,Pet,"randomzombie, can be transmogrified, randomzombiefigher, 2costzombie, zombieevent"
551,Lucky Clover,Plucky Clover,Plants,MegaGro,Event,5,Event,Premium_Event,5,2,5,5,2,5,1000,250,False,False,True,False,False,False,False,False,False,False,True,9,32,2,Leafy,"anyplantfighter, cost6orless, randomplantcard, plantevent"
552,Hot Date,Hot Date,Plants,Guardian,Event,5,Event,Premium_Event,2,,1,2,0,1,2000,500,False,False,True,False,False,False,False,False,False,False,True,8,34,2,Fruit,"anyplantfighter, cost6orless, randomplantcard, plantevent"
553,Bonus Track Buckethead,Bonus Track Buckethead,Zombies,Hearty,Event,5,Event,Premium_Event,4,4,4,4,4,4,1000,250,False,False,True,False,False,False,False,False,False,False,True,11,22,1,Dancing,"randomzombie, randomzombiefighter, zombieevent"
554,Shamrocket,Shamrocket,Plants,Guardian,Event,5,Event,Premium_Event,3,,,3,0,0,1000,250,False,False,False,False,False,False,True,False,False,False,True,8,18,1,"Leafy, Pinecone","randomplantcard, plantevent"
555,Sportacus,Sportacus,Plants,Smarty,Event,5,Event,Premium_Event,3,3,3,3,3,3,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,25,1,"Mushroom, Nut","randomplantcard, anyplantfighter, cost6orless, plantevent"
556,Hippity Hop Gargantuar,Hippity Hop Gargantuar,Zombies,Madcap,Event,5,Event,Premium_Event,5,6,5,5,6,5,2000,500,False,False,True,False,False,False,False,False,False,False,True,10,38,2,"Pet, Gargantuar","randomzombie, randomzombiefighter, gargantaur, zombieevent"
557,Mystery Egg,Mystery Egg,Zombies,Madcap,Set3,0,R1,Colossal_Uncommon,1,,2,1,0,2,50,15,False,False,True,False,False,False,False,False,False,False,True,9,19,1,Gourmet,set3zombie
558,Sun Shroomier,Sunnier-Shroom,Plants,Solar,Set4,0,R1,Triassic_Uncommon,3,,3,3,0,3,50,15,False,False,True,False,False,True,False,False,False,False,True,9,20,1,Mushroom,
559,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,5,14,1,,
560,Vengeful Cyborg,Vengeful Cyborg,Zombies,Hungry,Set4,0,R1,Triassic_Uncommon,5,5,6,5,5,6,50,15,False,False,True,False,False,False,False,False,False,False,True,9,24,1,Science,
561,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,5,14,1,,
562,,,All,0,,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,6,17,1,,
563,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,5,11,1,,
564,,,All,0,,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,6,19,1,,
565,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,5,18,1,,
566,Pair Pearadise,Pair Pearadise,Plants,Kabloom,Set2,2,R3,Galaxy_SuperRare,4,,,4,0,0,1000,250,False,False,False,True,False,False,False,False,False,False,True,8,25,1,Fruit,"galaxyplant, environment"
567,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,5,27,2,,
568,King of the Grill,King of the Grill,Zombies,Hungry,Event,5,Event,Premium_Event,6,6,6,6,6,6,2000,500,False,False,True,False,False,False,False,False,False,False,True,11,57,2,"Gourmet, Gargantuar",zombieevent
569,Trapper Territory,Trapper Territory,Zombies,Madcap,Set4,0,R1,Triassic_Uncommon,1,,,1,0,0,50,15,False,False,False,True,False,False,False,True,False,False,True,8,23,1,Gourmet,
570,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,6,24,2,,
571,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,5,29,2,,
572,Genetic Amplification,Genetic Amplification,Plants,"Guardian, Smarty",Hero,3,R4,Bloom_Legendary,1,,,1,0,0,0,0,True,True,False,False,False,False,True,False,False,False,True,9,31,4,Root,
573,Tractor Beam Technician,Ensign Uproot,Plants,Guardian,Superpower,2,R3,Superpower_SuperRare,1,2,1,1,2,1,0,0,False,True,True,False,True,False,False,False,False,False,True,10,29,1,Root,
574,Lieutenant Carrot,Lieutenant Carrotron,Plants,Smarty,Superpower,2,R3,Superpower_SuperRare,1,2,1,1,2,1,0,0,False,True,True,False,False,True,False,False,False,False,True,10,25,1,Root,
575,Lightspeed Seed,Lightspeed Seed,Plants,Smarty,Superpower,2,R3,Superpower_SuperRare,1,,,1,0,0,0,0,False,True,False,False,False,False,True,False,False,False,True,8,17,1,Seed,
576,Terror-Former 2000,"Terror-Former 10,000",Zombies,"Brainy, Sneaky",Hero,3,R4,Bloom_Legendary,1,,,1,0,0,0,0,True,True,False,False,False,False,True,True,False,False,True,10,52,4,"Science, Imp",
577,Iron Boarder,Iron Boarder,Zombies,Brainy,Superpower,2,R3,Superpower_SuperRare,1,2,3,1,2,3,0,0,False,True,True,False,False,False,False,False,False,False,True,11,21,1,"Sports, Imp",
578,Teleportation Station,Teleportation Station,Zombies,Brainy,Superpower,2,R3,Superpower_SuperRare,1,,,1,0,0,0,0,False,True,False,True,False,False,False,True,False,False,True,9,25,1,Science,
579,Ice World,Ice Moon,Zombies,Sneaky,Superpower,2,R3,Superpower_SuperRare,1,,,1,0,0,0,0,False,True,False,True,False,False,False,True,False,False,True,8,31,2,,
580,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,5,12,1,,
582,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,5,11,1,,
583,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,5,12,1,,
584,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,5,11,1,,
585,Hover-Goat 3000,Hover-Goat 3000,Zombies,Hungry,Event,5,Event,Premium_Event,3,1,3,3,1,3,1000,250,False,False,True,False,True,False,False,False,False,False,True,11,38,2,"Science, Pet",zombieevent
586,Bad Moon Rising,Bad Moon Rising,Zombies,Brainy,Event,5,Event,Premium_Event,7,,,7,0,0,1000,250,False,False,False,False,False,False,True,True,False,False,True,8,18,1,,zombieevent
587,Imp-Throwing Imp,Imp-Throwing Imp,Zombies,Sneaky,Event,5,Event,Premium_Event,2,1,3,2,1,3,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,23,1,Imp,zombieevent
588,Forget-Me-Nuts,Forget-Me-Nuts,Plants,Guardian,Event,5,Event,Premium_Event,1,2,1,1,2,1,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,22,1,"Flower, Nut",plantevent
589,Atomic Bombegranate,Atomic Bombegranate,Plants,Kabloom,Event,5,Event,Premium_Event,5,5,2,5,5,2,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,44,2,Fruit,plantevent
590,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,5,13,1,,
591,Go-Nuts,Go-Nuts,Plants,Smarty,Event,5,Event,Premium_Event,3,2,2,3,2,2,1000,250,False,False,True,False,False,True,False,False,False,False,True,10,31,1,"Flower, Nut",plantevent
592,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,5,11,1,,
593,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,5,11,1,,
594,Primal Potato Mine,Primal Potato Mine,Plants,Guardian,Set3,0,R1,Colossal_Uncommon,1,,1,1,0,1,50,15,False,False,True,False,False,False,False,False,False,False,True,10,22,1,Root,set3plant
595,Master Grave Blaster,Blockbuster,Plants,Guardian,Set3,1,R2,Colossal_Rare,4,3,3,4,3,3,250,50,False,False,True,False,False,False,False,False,False,False,True,12,30,1,Root,set3plant
596,Grape Responsibility,Grape Responsibility,Plants,Guardian,Set3,0,R1,Colossal_Uncommon,1,,,1,0,0,50,15,False,False,False,False,False,False,True,False,False,False,True,8,18,1,Berry,set3plant
597,Three-Nut,Three-Nut,Plants,Guardian,Set3,2,R3,Colossal_SuperRare,3,3,2,3,3,2,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,46,2,"Peashooter, Nut",set3plant
598,Tricarrotops,Tricarrotops,Plants,Guardian,Set3,3,R4,Colossal_Legendary,2,1,2,2,1,2,4000,1000,False,False,True,False,False,False,False,False,False,False,True,11,24,1,"Root, Animal","set3plant, plantlegend"
599,imitater,Imitater,Plants,Kabloom,Set3,2,R3,Colossal_SuperRare,3,1,4,3,1,4,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,29,1,"Root, Mime",set3plant
600,Gloom-Shroom,Gloom-Shroom,Plants,Kabloom,Set3,3,R4,Colossal_Legendary,5,5,5,5,5,5,4000,1000,False,False,True,False,False,False,False,False,False,False,True,12,32,1,Mushroom,"set3plant, plantlegend"
601,Umbrella Leaf,Umbrella Leaf,Plants,MegaGro,Set3,0,R1,Colossal_Uncommon,1,,2,1,0,2,50,15,False,False,True,False,False,True,False,False,False,False,True,11,30,1,"Leafy, Flower",set3plant
602,Bamboozle,Bamboozle,Plants,MegaGro,Set3,1,R2,Colossal_Rare,6,6,6,6,6,6,250,50,False,False,True,False,False,False,False,False,False,False,True,11,25,1,"Leafy, Root",set3plant
603,Split Pea,Split Pea,Plants,MegaGro,Set3,2,R3,Colossal_SuperRare,2,4,1,2,4,1,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,25,1,Peashooter,set3plant
